model_year,maker,model_name,city,distance_covered (km),fuel_type,pre_owner,price (₹)
2015,Hyundai,New Elantra 1.6 SX AT O,Mumbai,99008,Diesel,1st Owner,891899
2015,Toyota,Innova 2.5 VX 8 STR BS IV,Mumbai,165870,Diesel,1st Owner,874599
2015,Maruti,Swift Dzire ZDI,Mumbai,152963,Diesel,1st Owner,500199
2015,Honda,Amaze 1.2 EXMT I VTEC,Mumbai,162610,Petrol,1st Owner,325699
2012,Maruti,Swift VDI,Mumbai,125428,Diesel,2nd Owner,342699
2014,Toyota,Innova 2.5 VX 8 STR BS IV,Mumbai,121994,Diesel,1st Owner,930899
2013,Maruti,Swift Dzire VXI 1.2 BS IV,Mumbai,169893,Petrol,1st Owner,384199
2013,BMW,5 Series 520D 2.0,Mumbai,175025,Diesel,1st Owner,1317699
2011,BMW,5 Series 520D 2.0,Mumbai,104673,Diesel,2nd Owner,950499
2013,Toyota,Innova 2.5 GX 8 STR BS IV,Mumbai,147140,Diesel,1st Owner,722099
2012,Toyota,Fortuner 3.0 AT 4X2,Mumbai,172356,Diesel,3rd Owner,1014499
2010,Toyota,Innova 2.5 V 8 STR,Mumbai,247917,Diesel,1st Owner,568699
2013,Maruti,Swift Dzire VDI BS IV,Mumbai,199106,Diesel,2nd Owner,406199
2015,Toyota,Innova 2.5 VX 7 STR BS IV,Mumbai,150202,Diesel,1st Owner,909299
2016,Volkswagen,Vento HIGHLINE 1.2 TSI AT,Mumbai,117793,Petrol,1st Owner,568599
2016,Maruti,Baleno DELTA DDIS 190,Mumbai,162864,Diesel,1st Owner,515099
2015,Maruti,Ciaz VDI,Mumbai,161403,Diesel,1st Owner,564199
2015,Renault,Duster 85 PS RXE,Mumbai,171979,Diesel,1st Owner,458399
2017,Jeep,Compass LIMITED 1.4 AT,Mumbai,73309,Petrol,1st Owner,1129599
2012,Mercedes,Benz E Class E 200 AVANTGARDE,Mumbai,98842,Petrol,2nd Owner,972699
2010,Toyota,Prius 1.8 Z3,Mumbai,104636,Petrol,2nd Owner,380699
2015,Hyundai,Eon ERA PLUS,Mumbai,12218,Petrol,1st Owner,281899
2012,Maruti,Wagon R 1.0 VXI,Mumbai,31540,Petrol,1st Owner,298599
2013,Maruti,Alto 800 LXI,Mumbai,36374,Petrol,1st Owner,242699
2018,Tata,Tiago XZA 1.2 REVOTRON,Mumbai,17735,Petrol,1st Owner,498399
2017,Renault,Kwid RXT 1.0 EASY-R AT OPTION,Mumbai,23296,Petrol,1st Owner,364699
2017,Maruti,Swift VXI,Mumbai,33200,Petrol,1st Owner,483899
2014,Toyota,Etios CROSS 1.2 G,Mumbai,43192,Petrol,1st Owner,381599
2012,Maruti,Wagon R 1.0 VXI,Mumbai,21852,Petrol,1st Owner,289999
2012,Honda,City S MT PETROL,Mumbai,38549,Petrol,1st Owner,403999
2015,Maruti,Alto 800 LXI,Mumbai,3370,Petrol,1st Owner,270099
2011,Maruti,Ritz VXI BS IV,Mumbai,44798,Petrol,2nd Owner,227699
2012,Hyundai,i20 SPORTZ 1.2 VTVT,Mumbai,36697,Petrol,2nd Owner,365399
2017,Maruti,Alto 800 LXI,Mumbai,20192,Petrol,1st Owner,297799
2013,Maruti,Swift VXI,Mumbai,27753,Petrol,1st Owner,350199
2012,Honda,Jazz 1.2 SELECT I VTEC,Mumbai,63500,Petrol,3rd Owner,320299
2011,Hyundai,i10 ERA 1.1 IRDE,Mumbai,37558,Petrol,2nd Owner,221299
2017,Renault,Kwid CLIMBER 1.0 AT,Mumbai,18596,Petrol,1st Owner,355799
2012,Hyundai,i20 SPORTZ 1.2 VTVT,Mumbai,54918,Petrol,2nd Owner,326999
2011,Hyundai,i20 MAGNA O 1.2,Mumbai,11780,Petrol,2nd Owner,238999
2012,Ford,Figo 1.4 TITANIUM DURATORQ,Mumbai,47535,Diesel,1st Owner,303199
2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Mumbai,34885,Petrol,1st Owner,438299
2013,Volkswagen,Polo HIGHLINE1.2L PETROL,Mumbai,50687,Petrol,3rd Owner,391799
2010,Honda,Jazz 1.2 BASE I VTEC,Mumbai,41759,Petrol,1st Owner,283399
2010,Hyundai,i20 SPORTZ 1.2 O,Mumbai,49100,Petrol,2nd Owner,250699
2014,Maruti,Wagon R 1.0 VXI,Mumbai,32984,Petrol,2nd Owner,325599
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Mumbai,21970,Petrol,2nd Owner,423999
2010,Maruti,Swift VXI,Mumbai,36785,Petrol,2nd Owner,259499
2018,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Mumbai,30965,Petrol + CNG,1st Owner,423899
2010,Maruti,Ritz ZXI,Mumbai,60810,Petrol,2nd Owner,208399
2009,Hyundai,i20 ASTA 1.2,Mumbai,24743,Petrol,2nd Owner,266899
2017,Hyundai,Elite i20 ASTA 1.2 (O),Mumbai,18738,Petrol,2nd Owner,554499
2012,Hyundai,i20 ASTA 1.4 CRDI,Mumbai,57281,Diesel,2nd Owner,342599
2016,Volkswagen,Ameo HIGHLINE 1.2,Mumbai,30653,Petrol,1st Owner,494799
2018,Hyundai,Verna 1.6 SX VTVT,Mumbai,7908,Petrol,2nd Owner,811799
2017,Maruti,Swift VXI OPT,Mumbai,9825,Petrol,1st Owner,524299
2011,Maruti,Swift VDI,Mumbai,66356,Diesel,1st Owner,369599
2017,Hyundai,Elite i20 Magna Executive 1.2,Mumbai,19561,Petrol,2nd Owner,487999
2020,MG,HECTOR SHARP DCT PETROL,Mumbai,8426,Petrol,1st Owner,1722499
2010,Maruti,Zen Estilo LXI,Mumbai,51266,Petrol,2nd Owner,174499
2012,Honda,Brio 1.2 S MT I VTEC,Mumbai,62257,Petrol,1st Owner,337299
2013,Mahindra,Quanto C4,Mumbai,59496,Diesel,2nd Owner,236899
2009,Hyundai,i10 MAGNA 1.2,Mumbai,24185,Petrol,1st Owner,207099
2018,Hyundai,Grand i10 SPORTS 1.2 VTVT,Mumbai,35973,Petrol,1st Owner,454599
2010,Honda,City S MT PETROL,Mumbai,83074,Petrol,2nd Owner,310999
2011,Hyundai,i20 SPORTZ 1.2 O,Mumbai,80612,Petrol,2nd Owner,248599
2012,Maruti,Swift VXI,Mumbai,67065,Petrol,1st Owner,368199
2012,Maruti,Swift Dzire ZDI,Mumbai,64886,Diesel,1st Owner,428899
2015,Hyundai,i10 SPORTZ 1.1 IRDE2,Mumbai,48590,Petrol,1st Owner,358999
2010,Maruti,Swift Dzire VDI BS IV,Mumbai,80636,Diesel,2nd Owner,308399
2010,Hyundai,i20 SPORTZ 1.2 O,Mumbai,58651,Petrol,2nd Owner,278299
2014,Hyundai,Xcent S 1.2,Mumbai,56356,Petrol,1st Owner,341799
2015,Ford,Figo Aspire 1.5 TREND DIESEL,Mumbai,58930,Diesel,1st Owner,481199
2009,Maruti,Wagon R LXI,Mumbai,78863,Petrol,1st Owner,148599
2014,Maruti,Ertiga VDI ABS,Mumbai,58319,Diesel,1st Owner,614499
2012,Maruti,Wagon R 1.0 VXI,Mumbai,72101,Petrol,1st Owner,288699
2010,Maruti,Zen Estilo VXI,Mumbai,80533,Petrol,2nd Owner,171099
2014,Honda,Amaze 1.2 SMT I VTEC,Mumbai,56134,Petrol,2nd Owner,394199
2010,Maruti,Swift VXI,Mumbai,74472,Petrol,2nd Owner,240599
2011,Mercedes,Benz C Class 200 CGI AVANTGARDE,Mumbai,41221,Petrol,1st Owner,844599
2017,Maruti,Alto 800 VXI,Mumbai,39193,Petrol,1st Owner,280599
2018,Maruti,Dzire VXI,Mumbai,3226,Petrol,1st Owner,667099
2016,Maruti,Alto 800 LXI CNG,Mumbai,47866,Petrol + CNG,1st Owner,289099
2013,Tata,Manza VX QUADRAJET,Mumbai,49272,Diesel,3rd Owner,226899
2009,Honda,Civic 1.8V MT,Mumbai,51045,Petrol,1st Owner,262099
2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Mumbai,5450,Petrol,1st Owner,1159199
2013,Hyundai,Eon ERA PLUS,Mumbai,42099,Petrol,3rd Owner,209099
2011,Hyundai,i20 MAGNA O 1.4 CRDI,Mumbai,105739,Diesel,1st Owner,266499
2017,Renault,Kwid 1.0 RXT,Mumbai,46716,Petrol,2nd Owner,310399
2018,Maruti,Ciaz ZETA 1.4 VVT,Mumbai,30568,Petrol,2nd Owner,644599
2008,Honda,Accord 2.4 AT I VTEC,Mumbai,99083,Petrol,2nd Owner,331499
2016,Hyundai,i20 Active 1.2 SX,Mumbai,55154,Petrol,1st Owner,556999
2012,Maruti,Swift VDI,Mumbai,81745,Diesel,1st Owner,373099
2012,Maruti,Swift Dzire VXI 1.2 BS IV,Mumbai,78982,Petrol,1st Owner,369099
2012,Maruti,Swift Dzire VDI BS IV,Mumbai,70736,Diesel,1st Owner,438299
2012,Hyundai,i20 MAGNA O 1.2,Mumbai,71595,Petrol,1st Owner,326899
2012,Maruti,Swift Dzire VDI BS IV,Mumbai,70152,Diesel,2nd Owner,423799
2013,Honda,Brio 1.2 S MT I VTEC,Mumbai,68916,Petrol,1st Owner,316199
2007,Toyota,Innova 2.5 G4 8 STR,Mumbai,106675,Diesel,2nd Owner,350499
2013,Toyota,Corolla Altis G,Mumbai,70919,Petrol,3rd Owner,399599
2010,Honda,City S MT PETROL,Mumbai,85037,Petrol,1st Owner,290099
2019,Honda,Civic ZX CVT PETROL,Mumbai,19570,Petrol,1st Owner,1815599
2015,Volkswagen,Polo GT TSI 1.2 PETROL AT,Mumbai,62124,Petrol,1st Owner,521999
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Mumbai,88009,Petrol,1st Owner,386699
2009,Honda,City S AT,Mumbai,96796,Petrol,3rd Owner,237799
2014,Maruti,Alto 800 LXI CNG,Mumbai,77445,Petrol + CNG,1st Owner,275599
2012,Hyundai,i10 ASTA 1.2 KAPPA2,Mumbai,92056,Petrol,1st Owner,239799
2016,Mahindra,TUV300 T8 AT,Mumbai,90163,Diesel,1st Owner,562499
2014,Hyundai,Elite i20 ASTA 1.4 CRDI,Mumbai,95243,Diesel,1st Owner,509699
2012,Mercedes,Benz E Class E 250 CDI AVANTGARDE,Mumbai,43522,Diesel,3rd Owner,875499
2017,Maruti,Baleno ZETA 1.2 K12,Mumbai,79442,Petrol,1st Owner,548199
2017,Toyota,Corolla Altis VL AT,Mumbai,34304,Petrol,2nd Owner,1159599
2016,Renault,Kwid RXT,Mumbai,64939,Petrol,2nd Owner,279199
2015,Mahindra,XUV500 W8 FWD,Mumbai,70558,Diesel,1st Owner,851499
2011,Mahindra,XUV500 W6 4X2,Mumbai,125124,Diesel,2nd Owner,405599
2018,Maruti,Ertiga VDI SHVS LIMITED EDITION,Mumbai,54359,Diesel,1st Owner,873799
2015,Honda,Amaze 1.5 EMT I DTEC,Mumbai,84226,Diesel,1st Owner,423899
2012,Toyota,Fortuner 3.0 AT 4X2,Mumbai,59316,Diesel,1st Owner,1274199
2009,Hyundai,i20 MAGNA 1.2 VTVT,Mumbai,101034,Petrol,1st Owner,224299
2012,Maruti,Swift Dzire VDI BS IV,Mumbai,103568,Diesel,1st Owner,412399
2016,Maruti,Ciaz ZDI+ SHVS,Mumbai,98340,Diesel,1st Owner,662599
2019,Tata,Hexa XM+,Mumbai,56090,Diesel,1st Owner,1299899
2016,Mahindra,TUV300 T8,Mumbai,87337,Diesel,2nd Owner,643099
2010,Honda,City V MT PETROL,Mumbai,130339,Petrol,1st Owner,309499
2013,Hyundai,i20 MAGNA O 1.2,Mumbai,95905,Petrol,2nd Owner,318099
2015,Honda,Amaze 1.5 SMT I DTEC,Mumbai,92265,Diesel,3rd Owner,362099
2014,BMW,3 Series 320D SPORTLINE,Mumbai,76122,Diesel,1st Owner,1543099
2015,Volkswagen,Vento HIGHLINE TDI AT,Mumbai,88351,Diesel,1st Owner,618999
2015,Maruti,S Cross ZETA 1.3,Mumbai,93850,Diesel,1st Owner,604499
2010,Toyota,Innova 2.5 G4 8 STR,Mumbai,129323,Diesel,2nd Owner,517299
2014,Maruti,Swift Dzire VDI BS IV,Mumbai,107789,Diesel,1st Owner,524599
2012,Nissan,Sunny XV DIESEL,Mumbai,118754,Diesel,2nd Owner,273299
2016,Mahindra,XUV500 W10 AT FWD,Mumbai,77109,Diesel,1st Owner,1035099
2014,Honda,City VX MT DIESEL,Mumbai,94530,Diesel,1st Owner,587399
2010,Toyota,Innova 2.5 G4 7 STR,Mumbai,142592,Diesel,2nd Owner,569699
2014,Honda,Amaze 1.2 VXMT I VTEC,Mumbai,151898,Petrol,1st Owner,298999
2013,Skoda,Rapid 1.6 TDI MT AMBITION PLUS,Mumbai,138382,Diesel,1st Owner,314599
2011,Toyota,Corolla Altis 1.8 G,Mumbai,121163,Petrol + CNG,2nd Owner,342599
2014,Hyundai,Santa Fe 2WD AT,Mumbai,79090,Diesel,1st Owner,1081199
2013,Maruti,Swift Dzire VXI 1.2 BS IV,Mumbai,126817,Petrol + CNG,1st Owner,344999
2014,Honda,Amaze 1.2 SMT I VTEC,Mumbai,146858,Petrol,1st Owner,405199
2014,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Mumbai,111101,Petrol,1st Owner,505199
2016,Mahindra,XUV500 W6 4X2,Mumbai,111422,Diesel,2nd Owner,728899
2011,Mercedes,Benz E Class E 250 CDI ELEGANCE,Mumbai,77257,Diesel,2nd Owner,1015899
2013,Maruti,Wagon R 1.0 LXI,Mumbai,162053,Petrol + CNG,1st Owner,301199
2009,Toyota,Innova 2.5 G4 8 STR,Mumbai,182019,Diesel,2nd Owner,477799
2014,Toyota,Innova 2.5 VX 8 STR BS IV,Mumbai,88484,Diesel,1st Owner,997399
2016,Mahindra,Scorpio S10 AT,Mumbai,146852,Diesel,1st Owner,818599
2017,Toyota,Innova Crysta 2.4 VX 8 STR,Mumbai,152809,Diesel,1st Owner,1478999
2016,Volkswagen,Vento HIGHLINE TDI AT,Mumbai,123078,Diesel,1st Owner,606399
2012,Toyota,Innova 2.5 GX 8 STR BS IV,Mumbai,113206,Diesel,2nd Owner,742699
2015,Honda,Mobilio 1.5 V I DTEC,Mumbai,220838,Diesel,1st Owner,453699
2018,Hyundai,Creta 1.6 SX CRDI,Mumbai,104750,Diesel,1st Owner,1178299
2014,Mahindra,Scorpio S10,Mumbai,156184,Diesel,1st Owner,804499
2014,Maruti,Ciaz ZDI,Mumbai,162517,Diesel,1st Owner,514599
2012,Toyota,Innova 2.5 VX 7 STR BS IV,Mumbai,245058,Diesel,1st Owner,747799
2016,Toyota,Fortuner 2.8 4x2 AT,Mumbai,146630,Diesel,1st Owner,2334599
2012,Maruti,Ertiga VDI ABS,Mumbai,242900,Diesel,1st Owner,509699
2015,Mahindra,XUV500 W8 FWD,Mumbai,155655,Diesel,1st Owner,710099
2010,Toyota,Innova 2.5 G4 8 STR,Mumbai,233928,Diesel,2nd Owner,536199
2016,Mahindra,TUV300 T8,Mumbai,148037,Diesel,1st Owner,696299
2011,Ford,Figo 1.2 ZXI DURATEC,Mumbai,19545,Petrol,1st Owner,181599
2014,Hyundai,Xcent SX 1.2 OPT,Mumbai,17108,Petrol,1st Owner,431099
2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Mumbai,32101,Petrol,1st Owner,225599
2017,Maruti,Alto 800 LXI,Mumbai,12009,Petrol,1st Owner,283099
2011,Maruti,Ritz VDI,Mumbai,56792,Diesel,1st Owner,263299
2011,Maruti,Ritz LXI,Mumbai,33412,Petrol,1st Owner,264299
2017,Datsun,Redi Go T (O),Mumbai,14152,Petrol,1st Owner,265299
2010,Maruti,Zen Estilo VXI,Mumbai,42784,Petrol,1st Owner,161299
2011,Chevrolet,Beat LS PETROL,Mumbai,26331,Petrol,1st Owner,182699
2012,Honda,Brio 1.2 V MT I VTEC,Mumbai,24171,Petrol,2nd Owner,323799
2014,Maruti,Wagon R Stingray VXI,Mumbai,9296,Petrol,1st Owner,322699
2011,Toyota,Etios Liva G,Mumbai,49479,Petrol,2nd Owner,275999
2011,Hyundai,i20 SPORTZ 1.2 O,Mumbai,43124,Petrol,1st Owner,336799
2015,Maruti,Wagon R 1.0 LXI CNG AVANCE LIMITED EDITION,Mumbai,22130,Petrol + CNG,1st Owner,377099
2010,Maruti,Zen Estilo LXI,Mumbai,30793,Petrol,1st Owner,181799
2017,Datsun,Redi Go T (O),Mumbai,35036,Petrol,1st Owner,254699
2013,Maruti,Swift ZXI,Mumbai,35746,Petrol,2nd Owner,366999
2013,Hyundai,Eon MAGNA PLUS,Mumbai,41513,Petrol,1st Owner,217699
2015,Maruti,Celerio VXI AMT,Mumbai,15756,Petrol,1st Owner,390899
2012,Maruti,Swift Dzire ZXI 1.2 BS IV,Mumbai,41385,Petrol,2nd Owner,345699
2010,Maruti,Swift Dzire VXI 1.3,Mumbai,27071,Petrol,1st Owner,282699
2011,Maruti,Wagon R 1.0 LXI CNG,Mumbai,51984,Petrol + CNG,2nd Owner,236699
2020,Maruti,Alto LXI CNG,Mumbai,6365,Petrol + CNG,1st Owner,379699
2013,Honda,Amaze 1.2 VXMT I VTEC,Mumbai,12131,Petrol,1st Owner,395699
2012,Hyundai,Verna FLUIDIC 1.6 EX VTVT AT,Mumbai,10253,Petrol,2nd Owner,365799
2011,Toyota,Etios G,Mumbai,69474,Petrol,1st Owner,297199
2013,Honda,Brio 1.2 S MT I VTEC,Mumbai,44622,Petrol,1st Owner,281999
2010,Maruti,Swift VXI,Mumbai,33870,Petrol,2nd Owner,245199
2016,Honda,Jazz 1.2 S MT,Mumbai,24867,Petrol,1st Owner,456599
2012,Hyundai,i20 SPORTZ 1.2 VTVT,Mumbai,46859,Petrol,3rd Owner,263599
2018,Maruti,Wagon R 1.0 LXI CNG,Mumbai,9582,Petrol + CNG,1st Owner,449699
2012,Skoda,Superb ELEGANCE 1.8 TSI MT,Mumbai,57322,Petrol,1st Owner,397499
2012,Maruti,Swift ZXI,Mumbai,40272,Petrol,1st Owner,340099
2014,Maruti,Wagon R 1.0 LXI CNG,Mumbai,42127,Petrol + CNG,1st Owner,305899
2010,Maruti,Ritz VXI BS IV,Mumbai,57232,Petrol,2nd Owner,197699
2009,Maruti,Alto LXI,Mumbai,34558,Petrol,1st Owner,149499
2019,Renault,Kwid CLIMBER 1.0 AT,Mumbai,6966,Petrol,1st Owner,406799
2011,Honda,Brio 1.2 V MT I VTEC,Mumbai,56664,Petrol,1st Owner,241099
2012,Maruti,Wagon R 1.0 VXI,Mumbai,44874,Petrol,1st Owner,287299
2019,Renault,Kwid CLIMBER 1.0 AT,Mumbai,2082,Petrol,1st Owner,398799
2012,Maruti,Ertiga VXI,Mumbai,50665,Petrol,1st Owner,482499
2013,Maruti,Swift ZDI,New Delhi,24022,Diesel,1st Owner,419199
2012,Maruti,Swift Dzire VXI 1.2 BS IV,New Delhi,17218,Petrol,1st Owner,367199
2017,Maruti,Alto 800 VXI,New Delhi,12676,Petrol,2nd Owner,277899
2015,Maruti,Alto K10 LXI,New Delhi,10957,Petrol,1st Owner,302099
2012,Hyundai,Eon D LITE PLUS,New Delhi,21998,Petrol,1st Owner,198999
2015,Maruti,Swift Dzire VDI ABS,New Delhi,26090,Diesel,1st Owner,456299
2013,Hyundai,i20 MAGNA O 1.2,New Delhi,39788,Petrol,1st Owner,344399
2017,Maruti,Celerio ZXI AMT,New Delhi,4618,Petrol,1st Owner,485999
2021,Maruti,Alto VXI,New Delhi,1473,Petrol,1st Owner,399999
2012,Maruti,Swift ZXI,New Delhi,15538,Petrol,1st Owner,463099
2015,Hyundai,Eon MAGNA PLUS,New Delhi,21966,Petrol,1st Owner,316899
2010,Maruti,Alto LXI,New Delhi,29645,Petrol,1st Owner,185299
2014,Maruti,Wagon R Stingray VXI,New Delhi,33866,Petrol,1st Owner,330299
2016,Maruti,Alto 800 LXI,New Delhi,21305,Petrol,1st Owner,325799
2012,Maruti,Swift VXI,New Delhi,34092,Petrol,1st Owner,350299
2018,Maruti,Alto K10 VXI (O) AMT,New Delhi,5441,Petrol,2nd Owner,379699
2013,Maruti,Ritz ZXI ABS,New Delhi,40869,Petrol,1st Owner,342799
2014,Hyundai,Eon ERA PLUS,New Delhi,12232,Petrol,1st Owner,255799
2010,Maruti,Alto K10 VXI,New Delhi,40666,Petrol,1st Owner,185399
2012,Hyundai,i10 ERA 1.1 IRDE,New Delhi,44814,Petrol,1st Owner,253099
2014,Maruti,Swift VDI,New Delhi,44528,Diesel,1st Owner,375499
2018,Hyundai,Grand i10 MAGNA 1.2 VTVT,New Delhi,25666,Petrol,1st Owner,458699
2010,Maruti,Ritz LXI,New Delhi,26740,Petrol,1st Owner,243299
2009,Maruti,A Star LXI,New Delhi,30403,Petrol,1st Owner,177199
2018,Maruti,Alto 800 LXI,New Delhi,10123,Petrol,1st Owner,295499
2012,Maruti,Alto K10 VXI,New Delhi,43148,Petrol,1st Owner,226799
2010,Maruti,Zen Estilo LXI,New Delhi,54844,Petrol,2nd Owner,172699
2010,Hyundai,i10 SPORTZ 1.2 KAPPA2,New Delhi,35644,Petrol,1st Owner,286399
2014,Maruti,Swift LXI,New Delhi,23888,Petrol,1st Owner,457899
2013,Maruti,Swift VDI,New Delhi,45014,Diesel,1st Owner,357599
2017,Maruti,Wagon R 1.0 VXI AMT,New Delhi,6037,Petrol,1st Owner,425899
2015,Hyundai,Elite i20 ASTA 1.2,New Delhi,33553,Petrol,1st Owner,560099
2013,Hyundai,Grand i10 MAGNA 1.2 VTVT,New Delhi,43986,Petrol,1st Owner,405999
2013,Maruti,Swift LDI BS IV,New Delhi,44029,Diesel,1st Owner,322299
2014,Maruti,Alto K10 VXI,New Delhi,37165,Petrol,1st Owner,280199
2010,Maruti,Ritz LXI,New Delhi,45183,Petrol,1st Owner,222799
2013,Maruti,Swift Dzire VDI BS IV,New Delhi,39947,Diesel,1st Owner,413199
2016,Maruti,Alto K10 LXI,New Delhi,32519,Petrol,1st Owner,309399
2013,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,New Delhi,43969,Petrol,1st Owner,396799
2015,Maruti,Alto K10 VXI,New Delhi,46683,Petrol,1st Owner,264999
2010,Maruti,Ritz LXI,New Delhi,55003,Petrol,1st Owner,187699
2010,Maruti,A Star VXI ABS AT,New Delhi,24699,Petrol,1st Owner,246299
2013,Hyundai,i10 MAGNA 1.1 IRDE2,New Delhi,34470,Petrol,2nd Owner,287299
2013,Maruti,Alto 800 LXI,New Delhi,41465,Petrol,1st Owner,227199
2015,Maruti,Baleno DELTA 1.2 K12,New Delhi,27472,Petrol,2nd Owner,486299
2016,Maruti,Alto K10 VXI,New Delhi,39864,Petrol,2nd Owner,276799
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,49510,Diesel,1st Owner,339499
2017,Maruti,Alto K10 VXI,New Delhi,30113,Petrol,1st Owner,306999
2011,Maruti,Zen Estilo LXI,New Delhi,39300,Petrol,2nd Owner,202599
2014,Maruti,Alto 800 VXI,New Delhi,37134,Petrol,1st Owner,257799
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,47253,Diesel,1st Owner,322899
2008,Maruti,Alto LXI,New Delhi,21728,Petrol,2nd Owner,139199
2009,Maruti,Alto LXI,New Delhi,35919,Petrol,1st Owner,180399
2011,Hyundai,i10 MAGNA 1.1 IRDE2,New Delhi,28912,Petrol,3rd Owner,238099
2009,Maruti,Zen Estilo VXI,New Delhi,37434,Petrol,1st Owner,198999
2014,Nissan,Terrano XL 85 PS DEISEL,New Delhi,56005,Diesel,1st Owner,482499
2015,Maruti,Ciaz VDI+ SHVS,New Delhi,38593,Diesel,1st Owner,498799
2011,Maruti,Swift VXI,New Delhi,64812,Petrol,2nd Owner,299299
2014,Hyundai,Xcent S 1.1 CRDI,New Delhi,51578,Diesel,1st Owner,352899
2012,Maruti,Swift VDI,New Delhi,30589,Diesel,1st Owner,309799
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,61164,Diesel,1st Owner,314599
2010,Honda,City S MT PETROL,New Delhi,61159,Petrol,1st Owner,367699
2011,Maruti,Wagon R 1.0 LXI,New Delhi,49531,Petrol,2nd Owner,211399
2009,Maruti,Wagon R LXI MINOR,New Delhi,36035,Petrol,1st Owner,174199
2015,Maruti,Swift VDI ABS,New Delhi,46856,Diesel,1st Owner,406199
2015,Maruti,Swift VDI ABS,New Delhi,37481,Diesel,1st Owner,411999
2016,Maruti,Alto K10 VXI,New Delhi,47783,Petrol + CNG,1st Owner,265699
2013,Maruti,Swift VDI,New Delhi,58850,Diesel,1st Owner,335099
2016,Maruti,Alto K10 VXI OPT,New Delhi,44381,Petrol,1st Owner,288299
2020,Maruti,Alto LXI,New Delhi,9641,Petrol,1st Owner,329999
2013,Maruti,Swift Dzire ZDI,New Delhi,55995,Diesel,1st Owner,365799
2013,Honda,Amaze 1.5 SMT I DTEC,New Delhi,56121,Diesel,1st Owner,284199
2011,Maruti,Ritz VXI BS IV,New Delhi,59945,Petrol,3rd Owner,273199
2012,Toyota,Etios Liva GD,New Delhi,61443,Diesel,1st Owner,304899
2014,Maruti,Alto 800 LXI,New Delhi,54362,Petrol,1st Owner,207599
2009,Maruti,Alto LXI,New Delhi,31579,Petrol,1st Owner,165299
2008,Maruti,Wagon R LXI MINOR,New Delhi,56724,Petrol,1st Owner,181599
2012,Honda,Brio 1.2 S MT I VTEC,New Delhi,68531,Petrol,1st Owner,263599
2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,59731,Petrol,1st Owner,346399
2011,Maruti,Ritz VXI BS IV,New Delhi,74518,Petrol,1st Owner,213999
2010,Maruti,Swift Dzire VXI,New Delhi,71796,Petrol,1st Owner,262099
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,79776,Diesel,1st Owner,340999
2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,New Delhi,53077,Petrol,1st Owner,268299
2013,Maruti,Swift Dzire ZDI,New Delhi,67598,Diesel,2nd Owner,406999
2012,Maruti,A Star LXI,New Delhi,58867,Petrol,2nd Owner,212299
2012,Maruti,Swift LXI,New Delhi,65916,Petrol,1st Owner,336199
2013,Renault,Duster RXL DIESEL 110,New Delhi,63766,Diesel,1st Owner,362899
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,75004,Diesel,1st Owner,290099
2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,New Delhi,65194,Petrol,1st Owner,433599
2019,Hyundai,Creta 1.6 E + VTVT,New Delhi,2301,Petrol,1st Owner,949399
2014,Maruti,Swift VDI,New Delhi,58508,Diesel,1st Owner,352099
2013,Hyundai,Verna FLUIDIC 1.6 SX CRDI,New Delhi,73591,Diesel,1st Owner,427899
2011,Maruti,Ritz VXI BS IV,New Delhi,76919,Petrol,1st Owner,245899
2009,Toyota,Corolla Altis 1.8 G,New Delhi,73413,Petrol,2nd Owner,231699
2011,Hyundai,i10 MAGNA 1.1 IRDE2,New Delhi,66838,Petrol,2nd Owner,274199
2015,Maruti,Swift VDI ABS,New Delhi,59398,Diesel,1st Owner,431699
2008,Maruti,Alto LXI,New Delhi,54799,Petrol,1st Owner,112399
2015,Maruti,Alto 800 LXI,New Delhi,50024,Petrol,1st Owner,278199
2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,71494,Petrol,1st Owner,373699
2018,Honda,Jazz 1.2 V AT,New Delhi,20232,Petrol,1st Owner,607299
2017,Maruti,Alto 800 LXI,New Delhi,65151,Petrol,1st Owner,298899
2018,Maruti,Swift LXI,New Delhi,33171,Petrol,3rd Owner,403199
2017,Maruti,Vitara Brezza ZDI,New Delhi,36073,Diesel,1st Owner,727799
2011,Skoda,Laura AMBIENTE 1.8 TSI,New Delhi,48461,Petrol,1st Owner,436999
