model_year,maker,model_name,city,distance_covered (km),fuel_type,pre_owner,price (₹)
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,90249,Diesel,1st Owner,325599
2013,Maruti,Swift VDI,New Delhi,70684,Diesel,1st Owner,336299
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,94644,Diesel,1st Owner,307199
2012,Maruti,Swift VDI,New Delhi,82585,Diesel,1st Owner,302799
2012,Maruti,Swift ZDI,New Delhi,80936,Diesel,1st Owner,309499
2012,Maruti,Swift ZDI,New Delhi,84352,Diesel,1st Owner,320299
2014,Maruti,Swift Dzire VDI BS IV,New Delhi,79282,Diesel,1st Owner,389399
2019,Maruti,Vitara Brezza VDI,New Delhi,17555,Diesel,1st Owner,876899
2008,Hyundai,Santro Xing GL,New Delhi,91288,Petrol,1st Owner,150899
2017,Maruti,Swift VDI ABS,New Delhi,68792,Diesel,1st Owner,491599
2015,Maruti,Swift Dzire VDI BS IV,New Delhi,69039,Diesel,1st Owner,425099
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,95472,Diesel,1st Owner,282999
2018,Hyundai,Creta 1.6 SX (O) CRDI,New Delhi,59837,Diesel,2nd Owner,1157299
2013,Renault,Duster 85 PS RXE,New Delhi,84715,Diesel,2nd Owner,390799
2014,Maruti,Ritz LDI,New Delhi,69662,Diesel,1st Owner,240899
2010,Honda,City S MT PETROL,New Delhi,86768,Petrol,3rd Owner,341799
2010,Skoda,Superb ELEGANCE 1.8 TSI AT,New Delhi,85270,Petrol,2nd Owner,383499
2008,Toyota,Corolla H2 1.8 E,New Delhi,104926,Petrol,1st Owner,201699
2013,Maruti,Swift Dzire VDI BS IV,New Delhi,79248,Diesel,2nd Owner,353299
2015,Maruti,Swift VDI ABS,New Delhi,92086,Diesel,1st Owner,394899
2014,Maruti,Swift ZDI,New Delhi,72636,Diesel,1st Owner,444299
2013,Ford,Ecosport 1.5 AMBIENTE TDCI,New Delhi,90309,Diesel,3rd Owner,377799
2014,Maruti,Ertiga VDI ABS,New Delhi,70420,Diesel,2nd Owner,458999
2015,Maruti,Swift VDI ABS,New Delhi,72533,Diesel,2nd Owner,407499
2009,Maruti,Swift Dzire VXI 1.3,New Delhi,191532,Petrol,1st Owner,173099
2018,Maruti,Vitara Brezza VDI,New Delhi,52520,Diesel,1st Owner,746899
2019,Hyundai,VENUE SX(O) CRDi,New Delhi,25835,Diesel,1st Owner,972999
2009,Maruti,Ritz VXI,New Delhi,80590,Petrol,1st Owner,264799
2015,Maruti,Swift Dzire VDI ABS,New Delhi,78413,Diesel,1st Owner,457699
2018,Volkswagen,Polo GT TSI,New Delhi,43872,Petrol,1st Owner,736099
2018,Hyundai,Creta 1.6 SX AT PETROL,New Delhi,20241,Petrol,1st Owner,1220899
2017,Renault,Duster RXZ AMT 110 PS,New Delhi,63326,Diesel,1st Owner,735399
2017,Hyundai,Eon ERA PLUS,New Delhi,47039,Petrol,1st Owner,283699
2013,Volkswagen,Vento HIGHLINE PETROL AT,New Delhi,78771,Petrol,3rd Owner,375199
2008,Maruti,Swift LXI 1.3,New Delhi,103127,Petrol,2nd Owner,189099
2012,Maruti,Swift Dzire ZDI,New Delhi,86622,Diesel,1st Owner,358799
2013,Maruti,Swift Dzire VDI,New Delhi,79116,Diesel,1st Owner,374999
2015,Maruti,S Cross ALPHA 1.3,New Delhi,72075,Diesel,2nd Owner,514999
2015,Toyota,Innova 2.5 VX 7 STR BS IV,New Delhi,73147,Diesel,2nd Owner,848499
2012,Toyota,Etios Liva GD,New Delhi,94952,Diesel,1st Owner,259299
2013,Maruti,Swift Dzire ZDI,New Delhi,88228,Diesel,1st Owner,423799
2014,Honda,City S MT DIESEL,New Delhi,69029,Diesel,1st Owner,435299
2012,Renault,Duster 85 PS RXL,New Delhi,97044,Diesel,2nd Owner,350899
2014,Hyundai,Verna FLUIDIC 1.6 SX CRDI,New Delhi,82592,Diesel,2nd Owner,445999
2013,Maruti,Swift VDI,New Delhi,84308,Diesel,2nd Owner,311699
2014,Maruti,Swift Dzire VDI BS IV,New Delhi,86416,Diesel,2nd Owner,341299
2013,Maruti,Swift Dzire VDI BS IV,New Delhi,83315,Diesel,1st Owner,365199
2013,Maruti,Swift VDI,New Delhi,78620,Diesel,2nd Owner,355599
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,86194,Diesel,1st Owner,300699
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,92072,Diesel,1st Owner,310599
2013,Volkswagen,Vento HIGHLINE DIESEL,New Delhi,95866,Diesel,1st Owner,326699
2012,Maruti,Ritz VDI,New Delhi,86937,Diesel,2nd Owner,280799
2015,Maruti,Swift VDI ABS,New Delhi,86072,Diesel,1st Owner,418899
2019,Hyundai,Creta 1.6 E + VTVT,New Delhi,35384,Petrol,2nd Owner,878999
2014,Renault,Duster 85 PS RXL,New Delhi,78558,Diesel,1st Owner,379299
2015,Maruti,Alto 800 LXI,New Delhi,61907,Petrol,1st Owner,245499
2019,Maruti,Vitara Brezza ZDI+ DUAL TONE AMT,New Delhi,45655,Diesel,1st Owner,825099
2018,Maruti,Vitara Brezza VDI,New Delhi,67617,Diesel,1st Owner,730499
2017,Maruti,Vitara Brezza ZDI,New Delhi,75604,Diesel,1st Owner,680899
2012,Maruti,Swift VDI,New Delhi,105388,Diesel,1st Owner,349199
2014,Maruti,Swift Dzire LDI BS IV,New Delhi,106923,Diesel,2nd Owner,305799
2010,Maruti,Ritz VXI BS IV,New Delhi,161419,Petrol,2nd Owner,210599
2014,Maruti,Swift VDI,New Delhi,88382,Diesel,1st Owner,399799
2015,Maruti,Swift VDI ABS,New Delhi,85551,Diesel,1st Owner,417999
2014,Hyundai,Grand i10 MAGNA 1.1 CRDI,New Delhi,85203,Diesel,2nd Owner,262399
2014,Maruti,Swift Dzire ZDI,New Delhi,89156,Diesel,2nd Owner,431599
2012,Volkswagen,Jetta TRENDLINE 1.4 TSI MT,New Delhi,88973,Petrol,2nd Owner,444799
2016,Maruti,Swift VDI ABS,New Delhi,72302,Diesel,1st Owner,411099
2013,Renault,Duster 85 PS RXE,New Delhi,80353,Diesel,1st Owner,381799
2010,Honda,City S MT PETROL,New Delhi,113701,Petrol,1st Owner,346399
2019,Ford,Ecosport 1.5TITANIUM TDCI,New Delhi,18721,Diesel,1st Owner,902099
2013,Renault,Duster 85 PS RXL OPT,New Delhi,93113,Diesel,1st Owner,418399
2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,New Delhi,7510,Petrol,1st Owner,1064499
2013,Ford,Ecosport 1.5TITANIUM TDCI,New Delhi,107095,Diesel,1st Owner,421899
2015,Maruti,Swift Dzire LDI BS IV,New Delhi,87852,Diesel,1st Owner,371999
2009,Maruti,Zen Estilo VXI,New Delhi,98519,Petrol,1st Owner,163899
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,New Delhi,73912,Petrol,1st Owner,394899
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,102746,Diesel,1st Owner,346399
2013,Maruti,Swift VDI,New Delhi,86036,Diesel,1st Owner,342699
2017,Maruti,S Cross ALPHA SHVS,New Delhi,86066,Diesel,1st Owner,846299
2012,Maruti,Swift VDI,New Delhi,95613,Diesel,1st Owner,300599
2015,Maruti,Swift Dzire LDI BS IV,New Delhi,99782,Diesel,1st Owner,372699
2010,Maruti,Ritz LXI,New Delhi,101633,Petrol,2nd Owner,220099
2014,Fiat,Punto EVO MULTIJET 1.3 90 HP,New Delhi,82095,Diesel,1st Owner,269199
2014,Hyundai,Eon ERA PLUS,New Delhi,76990,Petrol,1st Owner,247399
2007,Hyundai,i10 ERA,New Delhi,109750,Petrol,1st Owner,125199
2017,Maruti,Dzire VDI AMT,New Delhi,47036,Diesel,1st Owner,615799
2010,Hyundai,i10 SPORTZ 1.2 KAPPA2,New Delhi,116871,Petrol,1st Owner,228999
2013,Toyota,Innova 2.5 GX 7 STR BS IV,New Delhi,96015,Diesel,1st Owner,611599
2010,Honda,Jazz 1.2 BASE I VTEC,New Delhi,107333,Petrol,2nd Owner,235099
2012,Honda,Brio 1.2 S MT I VTEC,New Delhi,106081,Petrol,2nd Owner,276199
2015,Maruti,Ciaz VDI+ SHVS,New Delhi,95637,Diesel,1st Owner,551899
2012,Toyota,Etios GD,New Delhi,113695,Diesel,2nd Owner,294999
2014,Maruti,Swift Dzire VDI BS IV,New Delhi,88835,Diesel,1st Owner,344299
2012,Maruti,Swift VDI,New Delhi,102024,Diesel,1st Owner,289999
2012,Maruti,Ritz LDI,New Delhi,101187,Diesel,2nd Owner,204899
2015,Hyundai,Elite i20 ASTA 1.2,New Delhi,97701,Petrol,1st Owner,545699
2014,Maruti,Wagon R Stingray VXI,New Delhi,84706,Petrol,2nd Owner,315999
2014,Maruti,Swift Dzire VDI BS IV,New Delhi,92793,Diesel,1st Owner,389099
2012,Toyota,Etios G,New Delhi,119615,Petrol,1st Owner,292899
2009,Hyundai,i20 MAGNA 1.2 VTVT,New Delhi,126202,Petrol,1st Owner,258699
2015,Maruti,Swift VDI ABS,New Delhi,107563,Diesel,1st Owner,433599
2014,Honda,Amaze 1.2 SMT I VTEC,New Delhi,100187,Petrol,2nd Owner,380799
2015,Maruti,Swift VDI ABS,New Delhi,96266,Diesel,1st Owner,414599
2009,Maruti,Ritz VXI,New Delhi,119824,Petrol,1st Owner,189699
2015,Maruti,Swift VDI ABS,New Delhi,101209,Diesel,1st Owner,373099
2013,Toyota,Etios Liva GD exclusive,New Delhi,97735,Diesel,1st Owner,301099
2013,Hyundai,Grand i10 SPORTZ 1.1 CRDI,New Delhi,107815,Diesel,2nd Owner,290199
2010,Honda,City S MT PETROL,New Delhi,142754,Petrol,3rd Owner,309299
2016,Maruti,Vitara Brezza ZDI,New Delhi,101529,Diesel,1st Owner,628699
2012,Maruti,Swift VDI,New Delhi,115605,Diesel,1st Owner,286999
2016,Maruti,Vitara Brezza VDI,New Delhi,78346,Diesel,1st Owner,611399
2015,Maruti,Swift VDI ABS,New Delhi,97868,Diesel,1st Owner,419899
2013,Mercedes,Benz E Class E 220 CDI ELEGANCE,New Delhi,69864,Diesel,3rd Owner,1082899
2013,Maruti,Swift Dzire VXI AT,New Delhi,99254,Petrol,2nd Owner,326899
2013,Chevrolet,Cruze LTZ,New Delhi,91254,Diesel,1st Owner,494599
2014,Honda,Amaze 1.2 SMT I VTEC,New Delhi,140387,Petrol,1st Owner,331499
2015,Maruti,Swift VDI ABS,New Delhi,91461,Diesel,1st Owner,411499
2015,Maruti,Swift VDI ABS,New Delhi,122515,Diesel,1st Owner,403499
2012,Maruti,Swift VDI,New Delhi,120187,Diesel,2nd Owner,292399
2009,Hyundai,i10 MAGNA 1.2,New Delhi,111095,Petrol,1st Owner,183299
2015,Hyundai,Elite i20 MAGNA 1.4 CRDI,New Delhi,106123,Diesel,1st Owner,478099
2013,Maruti,Wagon R 1.0 VXI,New Delhi,103766,Petrol,1st Owner,286199
2016,Toyota,Camry HYBRID,New Delhi,80252,Petrol,1st Owner,1553999
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,114962,Diesel,1st Owner,342599
2017,Maruti,Vitara Brezza ZDI PLUS,New Delhi,102689,Diesel,1st Owner,691699
2016,Maruti,Ciaz VDI+ SHVS,New Delhi,117271,Diesel,1st Owner,442999
2013,Maruti,Swift Dzire VDI BS IV,New Delhi,154164,Diesel,1st Owner,310699
2016,Maruti,Swift Dzire LDI BS IV,New Delhi,117732,Diesel,1st Owner,380499
2014,Honda,Amaze 1.5 EMT I DTEC,New Delhi,95697,Diesel,1st Owner,338899
2014,Toyota,Etios Liva D 4D GD SP,New Delhi,134058,Diesel,2nd Owner,331299
2012,Volkswagen,Jetta HIGHLINE TDI AT,New Delhi,102689,Diesel,1st Owner,518299
2012,Maruti,Swift VDI,New Delhi,112723,Diesel,1st Owner,281399
2014,Honda,Amaze 1.5 EXMT I DTEC,New Delhi,107749,Diesel,1st Owner,274699
2009,Hyundai,i20 ASTA 1.2,New Delhi,112303,Petrol,1st Owner,236599
2013,Ford,Ecosport 1.5TITANIUM TDCI,New Delhi,109265,Diesel,2nd Owner,403499
2012,Maruti,Ritz VDI,New Delhi,122524,Diesel,1st Owner,225499
2013,Maruti,Swift Dzire VDI,New Delhi,122425,Diesel,1st Owner,400799
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,129390,Diesel,1st Owner,299299
2013,Maruti,Swift Dzire VDI BS IV,New Delhi,149275,Diesel,1st Owner,339599
2014,Maruti,Swift VDI,New Delhi,109180,Diesel,1st Owner,358699
2008,Honda,City S MT PETROL,New Delhi,113355,Petrol,1st Owner,223899
2012,Nissan,Sunny XL DIESEL,New Delhi,113365,Diesel,2nd Owner,281799
2010,Toyota,Corolla Altis 1.8 G,New Delhi,144202,Petrol,2nd Owner,324699
2012,Hyundai,Verna FLUIDIC 1.6 EX CRDI,New Delhi,132589,Diesel,1st Owner,370899
2012,Maruti,Swift VDI,New Delhi,123846,Diesel,1st Owner,312099
2013,Toyota,Etios Liva GD,New Delhi,105493,Diesel,2nd Owner,251599
2013,Toyota,Etios Liva D 4D GD,New Delhi,111431,Diesel,1st Owner,317899
2013,Toyota,Etios Liva GD,New Delhi,112188,Diesel,1st Owner,277199
2014,Maruti,Swift Dzire VDI BS IV,New Delhi,144247,Diesel,1st Owner,377599
2012,Maruti,Swift VDI,New Delhi,142099,Diesel,1st Owner,283299
2012,Maruti,Swift ZDI,New Delhi,140967,Diesel,1st Owner,293599
2013,Maruti,Swift Dzire ZDI,New Delhi,117879,Diesel,1st Owner,380599
2014,Toyota,Etios Liva D 4D GD,New Delhi,103468,Diesel,2nd Owner,313799
2013,Toyota,Etios Liva GD,New Delhi,126989,Diesel,1st Owner,318199
2012,Maruti,Swift Dzire VDI BS IV,New Delhi,213079,Diesel,1st Owner,278399
2012,Maruti,Swift VDI,New Delhi,156680,Diesel,1st Owner,284699
2012,Hyundai,i20 ASTA 1.4 CRDI,New Delhi,159691,Diesel,1st Owner,313399
2014,Toyota,Innova 2.5 VX 8 STR BS IV,New Delhi,84036,Diesel,1st Owner,861999
2013,Maruti,Swift VDI,New Delhi,108274,Diesel,1st Owner,303499
2012,Toyota,Etios GD,New Delhi,130929,Diesel,1st Owner,253299
2012,Toyota,Etios GD,New Delhi,130929,Diesel,1st Owner,253299
2017,Maruti,Ciaz DELTA 1.3 DDIS SHVS,New Delhi,112341,Diesel,1st Owner,604999
2015,Toyota,Innova 2.5 GX 8 STR BS IV,New Delhi,76940,Diesel,2nd Owner,711799
2008,Honda,CRV 2.0 MT,New Delhi,191022,Petrol,1st Owner,454099
2012,Toyota,Fortuner 3.0 MT 4X2,New Delhi,145197,Diesel,1st Owner,1130799
2016,Hyundai,Creta 1.6 SX CRDI,New Delhi,124602,Diesel,1st Owner,788499
2011,Hyundai,i10 MAGNA 1.2 KAPPA2,New Delhi,161043,Petrol,1st Owner,203899
2013,Toyota,Etios Liva GD,New Delhi,110645,Diesel,1st Owner,304699
2013,Maruti,Swift VDI,New Delhi,113429,Diesel,1st Owner,338799
2013,Maruti,Wagon R 1.0 VXI,New Delhi,84654,Petrol,1st Owner,273899
2015,Mahindra,XUV500 W10,New Delhi,113208,Diesel,1st Owner,839699
2013,Maruti,Swift Dzire LDI BS IV,New Delhi,122165,Diesel,1st Owner,253499
2013,Renault,Duster RXZ DIESEL 110,New Delhi,115437,Diesel,1st Owner,326099
2012,Toyota,Etios GD,New Delhi,197898,Diesel,1st Owner,280699
2013,Toyota,Fortuner 3.0 AT 4X2,New Delhi,74189,Diesel,1st Owner,1370499
2013,Hyundai,Eon D LITE PLUS,New Delhi,106269,Petrol,1st Owner,213899
2013,Maruti,Ertiga VDI ABS,New Delhi,115820,Diesel,1st Owner,421599
2015,Mahindra,XUV500 W10,New Delhi,147798,Diesel,1st Owner,839799
2014,Maruti,Swift LDI BS IV,New Delhi,121360,Diesel,2nd Owner,292599
2014,Maruti,Swift ZDI,New Delhi,122254,Diesel,2nd Owner,396799
2013,Toyota,Fortuner 3.0 AT 4X2,New Delhi,94598,Diesel,2nd Owner,1107499
2012,BMW,3 Series 320D LUXURYLINE,New Delhi,83797,Diesel,2nd Owner,912599
2013,Maruti,Alto K10 LXI,New Delhi,115367,Petrol,1st Owner,221699
2014,Toyota,Innova 2.5 GX 7 STR BS IV,New Delhi,190850,Diesel,1st Owner,635599
2013,Maruti,Swift VDI,New Delhi,118272,Diesel,3rd Owner,347999
2012,Toyota,Fortuner 3.0 AT 4X2,New Delhi,185598,Diesel,1st Owner,1018299
2013,Toyota,Etios Liva D 4D GD,New Delhi,121255,Diesel,2nd Owner,259699
2013,Hyundai,i20 SPORTZ 1.4 CRDI,New Delhi,114943,Diesel,2nd Owner,344599
2013,Maruti,Swift Dzire LDI BS IV,New Delhi,146512,Diesel,1st Owner,269699
2016,Maruti,Swift ZDI,New Delhi,165399,Diesel,1st Owner,418599
2013,Hyundai,Eon ERA PLUS,New Delhi,113870,Petrol,1st Owner,238499
2011,Maruti,Swift Dzire VXI 1.2 BS IV,New Delhi,290868,Petrol,1st Owner,242699
2012,Maruti,Swift VDI,New Delhi,241361,Diesel,1st Owner,338999
2012,Toyota,Fortuner 3.0 AT 4X2,New Delhi,154591,Diesel,2nd Owner,1260799
2016,Hyundai,Creta 1.4 S PLUS CRDI,New Delhi,152387,Diesel,1st Owner,624999
2013,Maruti,Swift VDI,New Delhi,194203,Diesel,1st Owner,273899
2013,Toyota,Innova 2.5 GX 7 STR BS IV,New Delhi,195338,Diesel,1st Owner,605599
2012,Toyota,Fortuner 3.0 MT 4X4,New Delhi,138612,Diesel,2nd Owner,986699
2013,Maruti,Swift Dzire VDI BS IV,New Delhi,156670,Diesel,1st Owner,357099
2017,Maruti,Alto K10 VXI,New Delhi,8300,Petrol,1st Owner,302999
2010,Maruti,Ritz LXI,New Delhi,54953,Petrol,1st Owner,235599
2010,Honda,City 1.5 E MT PETROL,New Delhi,53903,Petrol,2nd Owner,302599
2009,Maruti,Swift LXI 1.3,New Delhi,57783,Petrol,1st Owner,156799
2014,Maruti,Ertiga VXI,New Delhi,73364,Petrol,1st Owner,487699
2015,Maruti,Baleno DELTA DDIS 190,New Delhi,79323,Diesel,1st Owner,425599
2020,Maruti,Vitara Brezza ZXI AT SHVS,New Delhi,20024,Petrol,1st Owner,1077699
2013,Hyundai,Eon D LITE PLUS,New Delhi,25909,Petrol,2nd Owner,203599
2016,Renault,Kwid RXT,New Delhi,23421,Petrol,1st Owner,292199
2011,Maruti,Swift Dzire VXI 1.2 BS IV,New Delhi,15248,Petrol,1st Owner,238999
2010,Honda,City V MT PETROL,New Delhi,22415,Petrol,1st Owner,352299
2011,Hyundai,i20 MAGNA O 1.2,New Delhi,44007,Petrol,1st Owner,258999
2012,Maruti,Swift Dzire VXI 1.2 BS IV,New Delhi,10150,Petrol,1st Owner,351799
2017,Hyundai,Eon ERA PLUS (O),New Delhi,22003,Petrol,1st Owner,293799
2015,Maruti,Wagon R 1.0 VXI,New Delhi,34823,Petrol,2nd Owner,309699
2011,Maruti,Ritz VXI BS IV,New Delhi,36916,Petrol,1st Owner,235999
2020,Maruti,S PRESSO VXI,New Delhi,5359,Petrol,1st Owner,456699
2013,Honda,Amaze 1.5 SMT I DTEC,New Delhi,46413,Diesel,2nd Owner,254999
2014,Hyundai,i10 SPORTZ 1.1 IRDE2,New Delhi,9495,Petrol,2nd Owner,326599
2018,Hyundai,Xcent E PLUS,New Delhi,17303,Petrol + CNG,1st Owner,430099
2015,Maruti,Celerio VXI AMT,New Delhi,27739,Petrol,1st Owner,387499
2012,Hyundai,Eon ERA PLUS,New Delhi,38407,Petrol,1st Owner,197199
2016,Mahindra,Kuv100 K2 6 STR,New Delhi,11817,Petrol,1st Owner,332599
2011,Hyundai,i20 ERA 1.2,New Delhi,30746,Petrol,1st Owner,246599
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,New Delhi,15541,Petrol + CNG,1st Owner,450899
2014,Honda,Amaze 1.5 EMT I DTEC,New Delhi,38914,Diesel,1st Owner,335399
2016,Renault,Kwid RXT,New Delhi,19211,Petrol,1st Owner,267899
2014,Maruti,Alto 800 LXI,New Delhi,22307,Petrol + CNG,1st Owner,254999
2012,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,New Delhi,36725,Petrol,1st Owner,295099
2012,Maruti,Ritz ZXI ABS,New Delhi,39650,Petrol,1st Owner,294799
2015,Hyundai,Eon ERA PLUS,New Delhi,22781,Petrol,2nd Owner,241299
2012,Maruti,Alto LX,New Delhi,62667,Petrol,1st Owner,152199
2011,Maruti,Alto K10 VXI,New Delhi,51523,Petrol,1st Owner,193399
2016,Maruti,Swift Dzire VXI 1.2 BS IV,New Delhi,28716,Petrol,1st Owner,382999
2012,Nissan,Sunny XL PETROL,New Delhi,8142,Petrol,1st Owner,334099
2012,Hyundai,i10 MAGNA 1.2 KAPPA2,New Delhi,28757,Petrol,1st Owner,251599
2014,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,16316,Petrol,1st Owner,329099
2013,Renault,Duster 85 PS RXE,New Delhi,48895,Diesel,1st Owner,350199
2019,Renault,Kwid RXT 1.0 EASY-R AT OPTION,New Delhi,16388,Petrol,1st Owner,377199
2014,Maruti,Swift Dzire VXI 1.2 BS IV,New Delhi,34580,Petrol,1st Owner,427799
2010,Maruti,Wagon R 1.0 LXI,New Delhi,45029,Petrol,1st Owner,185999
2014,Honda,Amaze 1.2 SMT I VTEC,New Delhi,46252,Petrol,2nd Owner,327299
2019,Maruti,New  Wagon-R LXI 1.0 L,New Delhi,4635,Petrol,1st Owner,419499
2016,Maruti,Celerio ZXI AMT,New Delhi,28484,Petrol,1st Owner,367999
2010,Maruti,Alto LXI,New Delhi,47182,Petrol,1st Owner,140299
2015,Maruti,Swift Dzire VXI 1.2 BS IV,New Delhi,29508,Petrol,1st Owner,403499
2011,Honda,City S MT PETROL,New Delhi,56073,Petrol,1st Owner,338299
2016,Maruti,Celerio VXI AMT,New Delhi,32914,Petrol,1st Owner,407499
2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,9188,Petrol,1st Owner,435699
2009,Maruti,Wagon R LXI MINOR,New Delhi,22876,Petrol,1st Owner,167799
2016,Maruti,Celerio VXI AMT,New Delhi,23893,Petrol,1st Owner,327699
2015,Tata,Nano XT TWIST,New Delhi,40909,Petrol,4th Owner,114699
2010,Maruti,Ritz LXI,New Delhi,46622,Petrol,3rd Owner,171399
2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,21898,Petrol,1st Owner,388599
2012,Honda,City V MT PETROL,New Delhi,54643,Petrol,1st Owner,425199
2016,Maruti,Swift LXI OPT,New Delhi,36179,Petrol,1st Owner,348999
2016,Maruti,Ciaz VDI+ SHVS,New Delhi,40348,Diesel,1st Owner,549299
2013,Honda,Brio 1.2 S MT I VTEC,New Delhi,51650,Petrol,1st Owner,256199
2014,Hyundai,Grand i10 SPORTS 1.2 VTVT,New Delhi,48866,Petrol + CNG,1st Owner,349999
2013,Honda,Amaze 1.2 VXMT I VTEC,New Delhi,49688,Petrol,1st Owner,319899
2014,Hyundai,Eon ERA PLUS,New Delhi,40902,Petrol,2nd Owner,222599
2015,Ford,Ecosport 1.5AMBIENTE TI VCT,New Delhi,49885,Petrol,1st Owner,495299
2015,Maruti,Swift VXI,New Delhi,23701,Petrol,1st Owner,406299
2019,Maruti,Dzire LXI,New Delhi,6778,Petrol,1st Owner,575799
2020,Maruti,S PRESSO VXI,New Delhi,3500,Petrol,1st Owner,383799
2019,Renault,TRIBER 1.0 RXL PETROL,New Delhi,7704,Petrol,1st Owner,473499
2015,Renault,Kwid RXL,New Delhi,48720,Petrol,3rd Owner,229999
2013,Hyundai,i20 SPORTZ 1.2 VTVT,New Delhi,51901,Petrol,2nd Owner,351399
2015,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,New Delhi,52721,Petrol,2nd Owner,364899
2016,Maruti,Eeco 5 STR CNG WITH HTR,New Delhi,39251,Petrol + CNG,2nd Owner,300399
2015,Hyundai,Eon MAGNA PLUS,New Delhi,44875,Petrol,1st Owner,281899
2015,Hyundai,Elite i20 ASTA 1.2,New Delhi,37395,Petrol,2nd Owner,515999
2014,Maruti,Wagon R 1.0 LXI,New Delhi,53232,Petrol,1st Owner,286699
2010,Maruti,Swift VXI,New Delhi,47861,Petrol,1st Owner,259199
2018,Maruti,Alto K10 VXI,New Delhi,3212,Petrol,1st Owner,370199
2016,Maruti,Baleno DELTA DDIS 190,New Delhi,43702,Diesel,1st Owner,461699
2010,Hyundai,i10 MAGNA 1.2 KAPPA2,New Delhi,67372,Petrol,1st Owner,209099
2014,Hyundai,Grand i10 SPORTS 1.2 VTVT,New Delhi,50941,Petrol,1st Owner,369299
2015,Maruti,Wagon R 1.0 VXI,New Delhi,41287,Petrol + CNG,1st Owner,346099
2013,Volkswagen,Polo COMFORTLINE 1.2L PETROL,New Delhi,17608,Petrol,1st Owner,341699
2015,Maruti,Baleno DELTA 1.2 K12,New Delhi,12618,Petrol,1st Owner,473899
2016,Maruti,Baleno DELTA 1.2 K12,New Delhi,28335,Petrol,1st Owner,466699
2018,Maruti,Swift ZXI,New Delhi,13740,Petrol,1st Owner,557099
2013,Hyundai,Eon MAGNA PLUS,New Delhi,56350,Petrol,1st Owner,186799
2018,Hyundai,Elite i20 Magna Executive 1.2,New Delhi,26548,Petrol,2nd Owner,471899
2017,Maruti,Celerio VXI,New Delhi,39200,Petrol,1st Owner,314699
2015,Maruti,Alto 800 LXI,New Delhi,49749,Petrol,1st Owner,224099
2014,Hyundai,Xcent S 1.2 OPT,New Delhi,67003,Petrol,1st Owner,312999
2014,Honda,City SV MT PETROL,New Delhi,28847,Petrol,1st Owner,522099
2017,Maruti,Baleno ZETA 1.2 K12,New Delhi,33597,Petrol,1st Owner,524699
2015,Hyundai,Creta 1.4 S CRDI,New Delhi,32524,Diesel,1st Owner,710699
2018,Maruti,Ciaz ALPHA 1.5 AT VTVT SHVS,New Delhi,4220,Petrol,1st Owner,897899
2014,Maruti,Swift VDI,New Delhi,53164,Diesel,1st Owner,345299
2016,Mahindra,TUV300 T8 AT,New Delhi,37219,Diesel,1st Owner,551499
2017,Hyundai,Elite i20 ASTA 1.2,New Delhi,21951,Petrol,1st Owner,559199
2019,Maruti,New  Wagon-R LXI CNG 1.0 L,New Delhi,17800,Petrol + CNG,1st Owner,492199
2018,Renault,Kwid RXT Opt,New Delhi,32716,Petrol,2nd Owner,286999
2018,Maruti,Dzire VXI,New Delhi,24883,Petrol,1st Owner,561099
2016,Renault,Kwid RXL,New Delhi,71565,Petrol,1st Owner,254499
2016,Hyundai,Grand i10 1.2 ASTA (O) AT,New Delhi,48934,Petrol,1st Owner,464799
2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,New Delhi,39367,Petrol,1st Owner,437499
2019,Honda,City SV MT PETROL,New Delhi,28213,Petrol,1st Owner,758599
2019,Maruti,IGNIS SIGMA 1.2 K12,New Delhi,20654,Petrol,1st Owner,421399
2013,Honda,Brio 1.2 S MT I VTEC,New Delhi,69943,Petrol,1st Owner,278499
2014,Maruti,Alto 800 VXI,New Delhi,5383,Petrol,1st Owner,278399
2018,Hyundai,Creta 1.6 E + VTVT,New Delhi,19010,Petrol,1st Owner,885799
2010,Hyundai,i10 MAGNA 1.2 KAPPA2,New Delhi,81321,Petrol,1st Owner,194299
2015,Hyundai,Grand i10 MAGNA 1.2 VTVT,New Delhi,56750,Petrol,2nd Owner,337499
2009,Hyundai,i10 SPORTZ 1.2,New Delhi,74692,Petrol,1st Owner,172999
